ticker,earnings_date,direction,pct_change,abs_change,magnitude,sector,finbert_positive,finbert_negative,finbert_neutral,finbert_confidence,guidance_raised_count,guidance_lowered_count,confidence_score,uncertainty_score,guidance_direction,text_length,avg_sentence_sentiment,sentiment_volatility,positive_sentence_ratio,negative_sentence_ratio,forward_looking_ratio,tb_polarity,tb_subjectivity,word_count,unique_positive_signals,unique_negative_signals,momentum_5d,momentum_10d,volatility,volume_surge,rsi,price_slope,dist_52w_high,avg_volume
MSFT,2025-07-30,UP,3.9475,3.9475,MEDIUM,Tech,0.0104,0.9397,0.0499,0.9397,0,0,0,0,0.0,2616,0.0,0.0,0.0,0.0,0.0153,0.0,0.0,131,0,0,1.3245,1.7994,0.5457,1.0276,58.8,0.7483,-0.2219,16187080.0
MSFT,2025-04-30,UP,7.6254,7.6254,LARGE,Tech,0.0638,0.8959,0.0404,0.8959,0,0,0,0,0.0,2815,0.0448,0.0818,0.2353,0.0,0.0127,0.1282,0.2205,157,0,0,5.2485,11.1349,3.2242,0.6997,67.75,0.8425,-15.2337,24071200.0
MSFT,2025-01-29,DOWN,-6.1809,6.1809,LARGE,Tech,0.0157,0.9262,0.0581,0.9262,0,0,0,0,0.0,2414,0.0647,0.2032,0.1176,0.1176,0.0451,0.3038,0.4846,133,0,0,0.2241,4.5226,1.7056,1.1795,69.35,1.8837,-3.9903,21107480.0
MSFT,2024-10-30,DOWN,-6.0527,6.0527,LARGE,Tech,0.011,0.9545,0.0345,0.9545,0,0,0,0,0.0,2599,0.0817,0.1403,0.3,0.0,0.0153,0.1949,0.3333,131,0,0,1.731,3.471,0.7321,0.9951,59.12,1.0232,-7.4496,16556333.0
MSFT,2024-07-30,DOWN,-1.0806,1.0806,SMALL,Tech,0.5788,0.131,0.2901,0.5788,0,0,0,0,0.0,2805,0.1117,0.252,0.2105,0.0,0.0472,0.3515,0.4061,127,0,0,-4.0733,-7.1397,1.5125,1.1663,36.07,-2.828,-8.7326,19622147.0
MSFT,2024-04-25,UP,1.8244,1.8244,SMALL,Tech,0.0104,0.9297,0.0599,0.9297,0,0,0,0,0.0,2611,0.033,0.0798,0.1579,0.0,0.015,0.1389,0.2389,133,0,0,1.1848,-2.1107,1.1755,0.9401,42.78,-1.733,-4.7302,18113920.0
GOOGL,2026-02-04,DOWN,-0.5375,0.5375,SMALL,Tech,0.0411,0.0537,0.9052,0.9052,0,0,0,0,0.0,2503,0.105,0.2241,0.2,0.0,0.0,0.3111,0.4,137,0,0,1.1011,1.1132,1.192,1.0599,54.42,0.6762,-1.158,31302900.0
GOOGL,2025-10-29,UP,2.5167,2.5167,MEDIUM,Tech,0.41,0.0498,0.5402,0.5402,0,0,0,0,0.0,2481,0.0303,0.0664,0.1765,0.0,0.0465,0.1409,0.3227,129,0,0,6.2696,9.341,1.7848,1.0827,49.43,1.7887,-0.6685,28825640.0
GOOGL,2025-07-29,UP,0.3985,0.3985,SMALL,Tech,0.0958,0.0282,0.876,0.876,0,0,0,0,0.0,2445,0.0632,0.1225,0.2353,0.0,0.0155,0.2111,0.2741,129,0,0,0.6481,10.4496,0.7655,1.2443,67.11,1.3806,-6.4661,40936793.0
GOOGL,2025-04-29,DOWN,-0.8492,0.8492,SMALL,Tech,0.887,0.0487,0.0643,0.887,0,0,0,0,0.0,2405,0.0083,0.025,0.0556,0.0,0.036,0.0286,0.1143,111,0,0,6.0342,9.4446,3.2648,1.0688,63.43,0.6,-22.0879,41066713.0
GOOGL,2025-02-04,DOWN,-7.2924,7.2924,LARGE,Tech,0.0885,0.0426,0.8689,0.8689,0,0,0,0,0.0,2182,0.0228,0.0665,0.1053,0.0,0.0206,0.1238,0.2095,97,0,0,3.0363,5.3505,1.8494,1.1031,48.56,0.6454,-1.3675,25441673.0
