Date,Open,High,Low,Close,Volume,ticker
2023-04-24,228.97172993740762,229.8710749236394,226.3127904493127,227.53472900390625,9124100,V
2023-04-25,227.78887405181985,229.74397550126858,224.27945561371672,224.4358673095703,6076500,V
2023-04-26,226.02928621250535,227.54449286230383,221.63030782574629,223.0281982421875,8400400,V
2023-04-27,223.53650233017765,224.47495750466368,221.52275040494024,223.86886596679688,7128200,V
2023-04-28,223.51697742402325,228.32654033505773,222.9402260500597,227.50538635253906,11627900,V
2023-05-01,227.64223257838495,229.32362101883803,226.31276299561367,227.29031372070312,4571100,V
2023-05-02,226.74290436199195,227.15347390674873,221.1317723340744,221.8844757080078,5244000,V
2023-05-03,221.88444151541768,223.53650449422415,220.84824021696227,220.90689086914062,4093300,V
2023-05-04,219.79251328830068,220.98512643044896,218.46304363391778,220.53546142578125,5648700,V
2023-05-05,223.213929050751,227.1241319522251,222.187497805866,226.5767059326172,6237500,V
2023-05-08,226.05860602486624,228.20921464488177,226.05860602486624,227.0166015625,2938400,V
2023-05-09,225.89244491079336,228.8348675043951,225.6382870678508,228.02349853515625,4352100,V
2023-05-10,229.04011749904896,229.53866295465346,223.76133510335882,226.07814025878906,5245000,V
2023-05-11,226.00958314527634,226.76376882085154,223.5805352554251,226.2642364501953,3818000,V
2023-05-12,227.23393679123592,227.9489359421389,225.09872852445216,226.62667846679688,3432700,V
2023-05-15,226.44056784667916,228.0468760310234,225.81371623682094,228.02728271484375,2843200,V
2023-05-16,227.78242755583167,228.31134249629648,224.91262685314587,225.73536682128906,4289700,V
2023-05-17,227.94890274554893,229.08507585091957,225.8136947897192,227.87054443359375,4990100,V
2023-05-18,227.62572645352475,229.33977564352213,226.3818272305591,228.80108642578125,6621900,V
2023-05-19,229.1928409849862,229.52585263714707,227.17516281030143,228.5170135498047,5399400,V
2023-05-22,228.51701270642582,229.0655060009774,226.43076540470796,226.52871704101562,3987800,V
2023-05-23,224.55999241548741,224.7754740377313,219.0652409389082,219.96633911132812,8537200,V
2023-05-24,217.97805931593143,218.51676341027434,215.50982461251002,217.68421936035156,6730800,V
2023-05-25,217.8800980387627,220.07408600528765,215.96037164520865,218.79100036621094,6827600,V
2023-05-26,219.2219714704517,221.5628720194046,218.751821567374,220.38751220703125,5067300,V
2023-05-30,220.38752545308847,220.83808206762106,215.23558908777653,217.08676147460938,6916000,V
2023-05-31,215.44129273798814,216.97903191711333,211.69976113643273,216.4893035888672,20460600,V
2023-06-01,218.15433818642788,222.05258574783514,217.86049825258175,221.84689331054688,7003600,V
2023-06-02,224.10943706448774,225.5394501156935,222.7479931413291,224.08984375,5897100,V
2023-06-05,223.22796914563054,223.63933914603447,220.6813758722852,222.11138916015625,4858900,V
2023-06-06,222.03303345253508,224.54044011998428,221.51392261647675,223.53160095214844,6020100,V
2023-06-07,222.33663704477894,222.87534113681505,216.47949105533763,220.64218139648438,8517200,V
2023-06-08,220.46585810439626,220.5148339180396,217.84092188069724,218.4677734375,6248200,V
2023-06-09,219.04567399547037,220.55403058744895,218.18374740272733,218.96731567382812,6385000,V
2023-06-12,219.7998435277983,221.79792827345378,219.0358686298723,221.523681640625,8621100,V
2023-06-13,220.98498744125197,222.48355480383185,218.05642185002574,218.8105926513672,6868700,V
2023-06-14,219.14361718017253,220.83807285252092,218.0074439781715,218.8497772216797,9160700,V
2023-06-15,217.45894301844655,222.444373170259,216.82228730662783,221.523681640625,12534000,V
2023-06-16,221.79794292039244,225.07912849135252,221.43554876279157,224.20741271972656,13628900,V
2023-06-20,222.33663090359224,224.8538413435233,221.53346938031882,221.81752014160156,12312300,V
2023-06-21,221.47472171016588,223.93316734228918,220.3581417834712,222.58151245117188,7032100,V
2023-06-22,221.70979392102532,224.2269895813395,220.8674606572911,223.69808959960938,6275500,V
2023-06-23,222.55210832369022,225.25540289792764,221.73915763087547,224.83424377441406,5424400,V
2023-06-26,224.72650914877755,225.372954046934,221.55306460399916,221.65101623535156,5165400,V
2023-06-27,222.80677053519992,223.91356121287347,221.8665006219565,222.66964721679688,4628500,V
2023-06-28,222.82637515347645,223.37486845491048,221.3767835789263,223.2769317626953,5324500,V
2023-06-29,224.08983296648861,229.87842413016386,223.9037487964296,229.50624084472656,7118900,V
2023-06-30,231.41619958085062,233.3849018347938,231.10276631607047,232.60133361816406,6879400,V
2023-07-03,232.13119429439146,233.50242743867744,230.5738620208123,233.08126831054688,3087400,V
2023-07-05,229.59441408112608,235.06957262326594,229.18304412247386,234.53086853027344,7601200,V
2023-07-06,233.3751108767622,234.67778985113176,231.82756777063864,233.9725799560547,6441800,V
2023-07-07,231.86674541828802,233.54162269849607,231.27908045415887,231.59249877929688,5729500,V
2023-07-10,232.14098055553552,234.1880560066582,231.6414631189769,233.26736450195312,4858900,V
2023-07-11,233.90403173629372,235.75520414003464,233.2282042809829,235.60829162597656,3856500,V
2023-07-12,236.58774694557042,238.9384368295639,236.27431365686633,237.23419189453125,6116000,V
2023-07-13,238.78168888117827,239.25183875259822,238.15483733127147,238.31155395507812,5819600,V
2023-07-14,239.7023966002379,239.71220073071478,236.98931272525314,238.16465759277344,4941200,V
2023-07-17,238.1157039908249,240.32927061358654,238.00796316277373,238.97763061523438,4328100,V
2023-07-18,238.10588116634375,238.1842245344746,232.79721378361,235.82374572753906,7674000,V
2023-07-19,236.29389761884642,237.60636583636,235.1871069117455,236.4604034423828,4835500,V
2023-07-20,236.2057438845998,236.64649634060933,234.15868329324556,234.69737243652344,4695000,V
2023-07-21,234.81493056919953,235.41239969277038,233.82566983859437,234.33499145507812,5427400,V
2023-07-24,234.7561512648774,236.32328780668183,233.2967704924602,235.7943878173828,6010000,V
2023-07-25,235.0891780992122,235.85315305412945,233.6591648825107,233.7864990234375,4997500,V
2023-07-26,226.66585035166645,233.94322084658597,223.00267719405085,232.2291717529297,7551400,V
2023-07-27,232.5425554192097,233.75708683332013,228.1741878928411,229.623779296875,8160100,V
2023-07-28,229.76091327032614,231.03420974101678,228.90879087666326,230.90687561035156,6794800,V
2023-07-31,231.15175098025512,233.52203409093613,231.15175098025512,232.84620666503906,4799600,V
2023-08-01,232.2683307086941,235.78457621260875,232.13120738653177,234.85409545898438,4627300,V
2023-08-02,233.7277131456499,233.88441482973292,231.9255017981514,232.6796875,4868200,V
2023-08-03,231.15174679459017,234.13909227400816,230.41715437892938,233.85504150390625,5033800,V
2023-08-04,233.11065491737594,236.94033354932407,232.95393828517638,234.080322265625,5169700,V
2023-08-07,234.30561958664012,237.2048028836646,234.2958304005156,236.54856872558594,5649800,V
2023-08-08,235.48095149543346,236.4016430809763,232.5131992243539,234.37416076660156,5080600,V
2023-08-09,235.5592911141672,236.99909338229938,234.5700454174542,234.83448791503906,4055000,V
2023-08-10,236.11999846408528,239.38772368721604,235.59991154906146,235.66860961914062,4778000,V
2023-08-11,235.5115969406394,236.21813292933524,233.96114379730264,235.55084228515625,3607100,V
2023-08-14,236.21816788918684,238.7793574839046,235.76676400660375,238.35739135742188,4351100,V
2023-08-15,237.4840262338093,238.13168678735872,234.87378380542103,235.3448028564453,3770100,V
