Date,Open,High,Low,Close,Volume,ticker
2023-04-24,26.989107985798988,27.341794498427166,26.647409518060194,27.018081665039062,339282000,NVDA
2023-04-25,27.05404825153496,27.22289939376249,26.20180400715183,26.217788696289062,378527000,NVDA
2023-04-26,26.978116353168147,27.305825338536614,26.6813781784844,26.93215560913086,406337000,NVDA
2023-04-27,27.338801338428016,27.470684568616697,26.601453148375764,27.201921463012695,377161000,NVDA
2023-04-28,27.200920093090993,27.733447698531908,27.047055069952613,27.724456787109375,292216000,NVDA
2023-05-01,27.81537477855387,29.032297830068675,27.755428384065603,28.884428024291992,570329000,NVDA
2023-05-02,28.654634590232256,28.810496754933304,28.058162478439368,28.185049057006836,402730000,NVDA
2023-05-03,27.815375094782077,28.341909379215185,27.44770056792737,27.777408599853516,383387000,NVDA
2023-05-04,27.626542529378735,27.834358742105735,27.21590674873428,27.537622451782227,321850000,NVDA
2023-05-05,27.801387848122303,28.72956508673925,27.7064725625765,28.654632568359375,361494000,NVDA
2023-05-08,28.496770293145723,29.194152833187378,28.324923456766907,29.125213623046875,344979000,NVDA
2023-05-09,28.873439595641816,28.94737354959499,28.42483732148799,28.54572868347168,314869000,NVDA
2023-05-10,28.979347916687313,29.08725411185413,28.435830296315775,28.859455108642578,369350000,NVDA
2023-05-11,28.870438607270344,28.924391692794167,28.221013976145482,28.552719116210938,322149000,NVDA
2023-05-12,28.503763865404448,28.754543198981384,28.02119130356018,28.314931869506836,274222000,NVDA
2023-05-15,28.482784946357548,28.943377647743457,28.127100823911366,28.927391052246094,293926000,NVDA
2023-05-16,28.81549166758805,29.84358282076136,28.80650075563799,29.187162399291992,449405000,NVDA
2023-05-17,29.557835439948157,30.172291303095026,29.40397230888541,30.151309967041016,432535000,NVDA
2023-05-18,30.383102432113493,31.799847490043984,30.293181883981152,31.649980545043945,748725000,NVDA
2023-05-19,31.508107900453748,31.55206961057156,30.888657314495276,31.23634910583496,473908000,NVDA
2023-05-22,30.87366776329227,31.49212165768894,30.652864468171376,31.148426055908203,372000000,NVDA
2023-05-23,30.972582484687077,31.260327873842513,30.603909359902882,30.660858154296875,356253000,NVDA
2023-05-24,30.183281114614353,30.57993126993221,29.779639086305995,30.5109920501709,721419000,NVDA
2023-05-25,38.48892244912427,39.44507664562874,36.60259203294565,37.94640350341797,1543911000,NVDA
2023-05-26,37.856486677468894,39.13535333136667,37.51678724611189,38.91155242919922,714397000,NVDA
2023-05-30,40.55909259441889,41.900903139211444,39.913664110250345,40.07551956176758,923401000,NVDA
2023-05-31,39.45307752910507,40.25936306137478,37.7885504996595,37.800540924072266,1002580000,NVDA
2023-06-01,38.45495240408073,40.01457242184314,38.30608594218301,39.73482131958008,635873000,NVDA
2023-06-02,40.061536692451796,40.46418014077918,39.0234541630698,39.29221725463867,482731000,NVDA
2023-06-05,38.87458704490847,39.53000507242546,38.6727660406919,39.136356353759766,396094000,NVDA
2023-06-06,38.79565884971586,39.125365001144544,38.11425902229296,38.61981201171875,388729000,NVDA
2023-06-07,38.88460205575025,39.46814549212033,37.32681796379226,37.44572448730469,511998000,NVDA
2023-06-08,37.694537790431326,38.83364687712899,37.47571086548645,38.479923248291016,417772000,NVDA
2023-06-09,39.0065091445359,39.679982507586125,38.53687882707075,38.73971939086914,427717000,NVDA
2023-06-12,39.16938300880245,39.499123275212575,38.58783685686491,39.4511604309082,388701000,NVDA
2023-06-13,40.154614126267326,41.06890039349555,39.70896332197463,40.989959716796875,613208000,NVDA
2023-06-14,40.79212127354991,42.96642069321254,40.520330510838555,42.96342468261719,740465000,NVDA
2023-06-15,42.56873489131466,43.25519871332222,42.114088354060165,42.619693756103516,568622000,NVDA
2023-06-16,43.416060581927226,43.6868488037051,42.62767543128522,42.658653259277344,655709000,NVDA
2023-06-20,42.96441968644821,43.95564551444472,42.64067141901623,43.77378463745117,451153000,NVDA
2023-06-21,43.46702823348986,43.58094143356131,42.04714031293403,43.011383056640625,551603000,NVDA
2023-06-22,42.21999014630877,43.39207412960286,42.20100779460612,42.991390228271484,417737000,NVDA
2023-06-23,42.430834923932906,42.77556287564385,41.98218429643555,42.17603302001953,358140000,NVDA
2023-06-26,42.42783159494467,42.73059631968799,40.06867574743641,40.60026168823242,594322000,NVDA
2023-06-27,40.767133761708735,41.90724142585059,40.41640998353972,41.843292236328125,462175000,NVDA
2023-06-28,40.628240868259915,41.812316652912195,40.486353490200045,41.08488464355469,582639000,NVDA
2023-06-29,41.5255405787365,41.567507592478876,40.568288623316235,40.79011535644531,380514000,NVDA
2023-06-30,41.64744701058792,42.516766447959405,41.46858596097829,42.268959045410156,501148000,NVDA
2023-07-03,42.483786406248804,42.86448930889797,42.169033838728204,42.37986755371094,198209000,NVDA
2023-07-05,42.102089932908285,43.143275924330226,42.05212974638505,42.28395080566406,323618000,NVDA
2023-07-06,41.81131756799603,42.14605498586675,41.31370545626282,42.07011413574219,303582000,NVDA
2023-07-07,42.288940665727566,43.18024602401447,42.14705329030634,42.46979904174805,355881000,NVDA
