Date,Open,High,Low,Close,Volume,ticker
2023-04-24,275.564099605755,278.35795159650013,272.27206627525993,275.2514953613281,26611000,MSFT
2023-04-25,273.04377855903545,275.08542457289633,268.9995397003019,269.04840087890625,45772200,MSFT
2023-04-26,289.83617483686527,292.63977568736226,285.95801534726144,288.53692626953125,64599200,MSFT
2023-04-27,289.1230569509434,298.1395416657845,288.4197121758665,297.778076171875,46462600,MSFT
2023-04-28,296.9770107869876,301.78317430412875,296.2931927346846,300.1518249511719,36469600,MSFT
2023-05-01,299.8685037767096,301.4607998428203,298.0906008187468,298.4911193847656,21294100,MSFT
2023-05-02,300.640245214825,302.02737803508757,296.8793057090036,298.3446044921875,26404400,MSFT
2023-05-03,299.52661466140324,301.47056824435134,297.05514515019064,297.35797119140625,22360800,MSFT
2023-05-04,299.15539003512066,300.640245214825,296.38109458301545,298.3446044921875,22519900,MSFT
2023-05-05,298.6474372845863,304.7528490194279,297.2309698374708,303.46337890625,28197100,MSFT
2023-05-08,302.95541576842186,303.02380353381574,299.00886932285215,301.5096435546875,21318600,MSFT
2023-05-09,300.8747236518984,302.8675386103428,299.22381775082977,299.8978576660156,21340800,MSFT
2023-05-10,301.4802935306575,305.7589701511876,300.55228898423684,305.0849304199219,30078000,MSFT
2023-05-11,302.92613418082834,303.9225267081971,299.1749725458381,302.9358825683594,31680200,MSFT
2023-05-12,303.3656086463736,303.46330117142236,299.50700730531725,301.8221740722656,19774700,MSFT
2023-05-15,301.94924591720934,302.73072668738115,300.47416891606105,302.3009033203125,16336500,MSFT
2023-05-16,302.6622896072277,306.4525333293128,302.6622896072277,304.5281066894531,26730300,MSFT
2023-05-17,305.7323794637119,307.8274270875237,304.2149092490743,307.4064636230469,24315000,MSFT
2023-05-18,307.9253064598199,312.3406122958503,307.1323177228801,311.8315124511719,27276000,MSFT
2023-05-19,310.0889260945517,312.0567286735725,309.7267003191957,311.65533447265625,27546700,MSFT
2023-05-22,311.90982815472574,315.8160338813464,311.33222095812204,314.4356384277344,24115700,MSFT
2023-05-23,313.30977897111853,315.9432948088947,308.63015403990534,308.63995361328125,30797200,MSFT
2023-05-24,308.121169702086,309.85399169622406,306.0456613121004,307.2596435546875,23384900,MSFT
2023-05-25,316.4523646988683,320.03551297467794,313.28041010709336,319.07611083984375,43301700,MSFT
2023-05-26,317.2159833240213,326.3990200914225,317.07893868101803,325.8997497558594,36630600,MSFT
2023-05-30,328.19067091699185,328.6899413465032,323.5795525189351,324.25506591796875,29503100,MSFT
2023-05-31,325.31242368593024,328.88577326121145,320.45655463188933,321.49432373046875,45950600,MSFT
2023-06-01,319.08589950715634,326.5263156649062,317.9013162515011,325.59625244140625,26773900,MSFT
2023-06-02,327.2312404695121,330.4129952384752,325.5669260242761,328.3570861816406,25873800,MSFT
2023-06-05,328.18085996410906,331.45072114916485,327.6326215544442,328.8857421875,21307100,MSFT
2023-06-06,328.2885029579965,328.32767137670015,325.19488504565373,326.67315673828125,20396200,MSFT
2023-06-07,324.6858083621168,327.4661687531418,315.7279515267093,316.5894775390625,40717100,MSFT
2023-06-08,317.137673313342,319.7809886890354,316.5600661501271,318.4299621582031,23277700,MSFT
2023-06-09,318.16566645574613,323.06067362544843,317.59785876983193,319.9278869628906,22529000,MSFT
2023-06-12,321.6802383812358,325.1263421252022,318.3320706206992,324.881591796875,24260300,MSFT
2023-06-13,327.44659882342825,329.90390189326365,323.4522862648796,327.2703857421875,22951300,MSFT
2023-06-14,327.3193130414061,331.9206314111561,325.82144214687054,330.2563171386719,26003800,MSFT
2023-06-15,330.3934739939626,342.4939195488925,330.1193547383196,340.79046630859375,38899100,MSFT
2023-06-16,343.9427522263679,344.08959644957883,334.76951460321436,335.1415100097656,46552000,MSFT
2023-06-20,332.1849367263642,334.89675963715365,328.8073702091856,330.9513854980469,26375400,MSFT
2023-06-21,329.306655264913,330.63811253956635,325.09696171811146,326.5556640625,25117800,MSFT
2023-06-22,327.1039541755478,332.9779627764546,326.34033425250004,332.5765686035156,23556800,MSFT
2023-06-23,327.3388409466085,330.8632513932906,326.44797610789226,327.9849853515625,23146900,MSFT
2023-06-26,326.7122799210399,329.05207724068504,321.5920929166496,321.6997985839844,21520600,MSFT
2023-06-27,324.8913794122553,329.0913036434743,322.38513830210024,327.54449462890625,24354100,MSFT
2023-06-28,327.6326238415943,330.88291577640626,326.80046664644476,328.7976379394531,20259500,MSFT
2023-06-29,327.6815474089493,329.05214338180554,325.6354380857654,328.014404296875,16997000,MSFT
2023-06-30,330.6577377615813,335.53317570907825,330.1192989180002,333.38916015625,26832800,MSFT
2023-07-03,332.0674526684901,333.74153652262953,329.5024740479347,330.89263916015625,12508700,MSFT
2023-07-05,328.05354428027886,334.47579046215725,327.7011181507027,331.0492858886719,18172400,MSFT
2023-07-06,330.21715360852994,335.78767385230776,328.45496307477555,334.1037902832031,28161200,MSFT
2023-07-07,332.19476390626494,334.61289857162126,329.92347347630437,330.13885498046875,21214800,MSFT
