Date,Open,High,Low,Close,Volume,ticker
2023-04-24,60.891432331696336,61.39210197793957,60.713653678158686,60.97792053222656,12338000,AVGO
2023-04-25,60.925066222653165,61.11726263049861,59.74786918159237,59.774776458740234,23670000,AVGO
2023-04-26,59.57778672126269,59.88145408514797,58.956994687061155,59.214534759521484,17179000,AVGO
2023-04-27,59.21453055639766,59.58931156501107,57.969104773852344,59.4278678894043,18250000,AVGO
2023-04-28,59.491299922176545,60.23221428865323,59.057898395281,60.20530700683594,16183000,AVGO
2023-05-01,60.20529369744928,61.40555249080045,60.17646185484579,61.30561065673828,17030000,AVGO
2023-05-02,60.134179261693724,60.20529291807322,58.14110897477197,58.844547271728516,28357000,AVGO
2023-05-03,59.28275749214194,59.76805262134926,58.85032013521687,58.92719650268555,19816000,AVGO
2023-05-04,58.61968100237462,59.00022835172131,57.78267039024771,58.63505554199219,17684000,AVGO
2023-05-05,59.191466822996006,60.68290353863031,58.94353494838836,60.55317306518555,24876000,AVGO
2023-05-08,60.520494331792364,60.61178844688921,59.63639235539291,60.45130157470703,13934000,AVGO
2023-05-09,59.843007184127806,59.971780871394174,59.182814754702214,59.437477111816406,16990000,AVGO
2023-05-10,59.778627376887385,60.349446617832015,59.41441498585021,60.183197021484375,19174000,AVGO
2023-05-11,60.21298966322568,60.395574252158006,59.387508046084314,60.31773376464844,14430000,AVGO
2023-05-12,60.38596158913981,60.801103493296665,59.985233774373704,60.65215301513672,11942000,AVGO
2023-05-15,60.721339492247246,61.504535530720354,60.3946067053929,61.483394622802734,14614000,AVGO
2023-05-16,61.54681955417919,62.16665472022025,61.380573636292446,61.640995025634766,14967000,AVGO
2023-05-17,62.20894248601684,63.511064220604375,61.94275103649673,63.181453704833984,24133000,AVGO
2023-05-18,63.040191858173685,65.28503635911916,63.040191858173685,65.14473724365234,26389000,AVGO
2023-05-19,65.34653309010223,65.82222005126715,65.19374080467696,65.56275177001953,22968000,AVGO
2023-05-22,65.48107346021831,65.79627721904453,64.7814841722764,65.18989562988281,17796000,AVGO
2023-05-23,66.36902265810112,67.17143883377955,65.54065965209033,65.97117614746094,36088000,AVGO
2023-05-24,65.48489477459553,65.76069797727885,64.96789390691472,65.30135345458984,23021000,AVGO
2023-05-25,67.21179126957227,70.38109465071292,66.38150746713018,70.03610229492188,49263000,AVGO
2023-05-26,71.8264054864093,78.31781932235704,71.78701235145829,78.10160064697266,82500000,AVGO
2023-05-30,80.25323246918306,88.58107198118859,76.76391558954701,77.1992416381836,116912000,AVGO
2023-05-31,76.38817376295948,78.96071491096093,75.92978957145755,77.6432113647461,89998000,AVGO
2023-06-01,76.9378564818753,77.43468805070445,75.45218602348478,75.9124984741211,80792000,AVGO
